key,link,n_visit,study_interval,is_current,is_retired,last_score,last_visit,last_session,box_id,easiness,n_scores
meer,https://www.woorden.org/woord/meer,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 1, 's2': 3, 's3': 2, 's4': 4, 's5': 1}"
volgens,https://www.woorden.org/woord/volgens,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 4, 's2': 2, 's3': 2, 's4': 3, 's5': 2}"
wordt,https://www.woorden.org/woord/wordt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 3, 's2': 1, 's3': 3, 's4': 1, 's5': 4}"
zegt,https://www.woorden.org/woord/zegt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 4, 's2': 4, 's3': 2, 's4': 2, 's5': 4}"
mensen,https://www.woorden.org/woord/mensen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 2, 's1': 3, 's2': 4, 's3': 2, 's4': 2, 's5': 0}"
dan,https://www.woorden.org/woord/dan,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 0, 's1': 1, 's2': 0, 's3': 2, 's4': 1, 's5': 2}"
werd,https://www.woorden.org/woord/werd,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 0, 's2': 1, 's3': 3, 's4': 4, 's5': 1}"
of,https://www.woorden.org/woord/of,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 3, 's1': 4, 's2': 0, 's3': 4, 's4': 1, 's5': 0}"
al,https://www.woorden.org/woord/al,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 0, 's1': 4, 's2': 1, 's3': 2, 's4': 0, 's5': 2}"
tot,https://www.woorden.org/woord/tot,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 1, 's1': 0, 's2': 0, 's3': 0, 's4': 4, 's5': 1}"
veel,https://www.woorden.org/woord/veel,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 1, 's2': 1, 's3': 2, 's4': 4, 's5': 1}"
we,https://www.woorden.org/woord/we,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 3, 's2': 3, 's3': 3, 's4': 3, 's5': 2}"
geen,https://www.woorden.org/woord/geen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 0, 's2': 1, 's3': 4, 's4': 3, 's5': 2}"
nu,https://www.woorden.org/woord/nu,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 1, 's1': 3, 's2': 2, 's3': 1, 's4': 4, 's5': 3}"
zich,https://www.woorden.org/woord/zich,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 0, 's1': 0, 's2': 4, 's3': 3, 's4': 3, 's5': 1}"
je,https://www.woorden.org/woord/je,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 3, 's1': 0, 's2': 3, 's3': 0, 's4': 2, 's5': 2}"
ik,https://www.woorden.org/woord/ik,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 4, 's1': 4, 's2': 2, 's3': 1, 's4': 1, 's5': 1}"
dit,https://www.woorden.org/woord/dit,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 0, 's2': 3, 's3': 1, 's4': 3, 's5': 4}"
tegen,https://www.woorden.org/woord/tegen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 1, 's2': 0, 's3': 0, 's4': 4, 's5': 2}"
hun,https://www.woorden.org/woord/hun,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 2, 's2': 2, 's3': 3, 's4': 1, 's5': 1}"
onder,https://www.woorden.org/woord/onder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 2, 's1': 1, 's2': 2, 's3': 3, 's4': 3, 's5': 2}"
wel,https://www.woorden.org/woord/wel,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 1, 's4': 4, 's5': 2}"
kunnen,https://www.woorden.org/woord/kunnen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 4, 's4': 0, 's5': 1}"
twee,https://www.woorden.org/woord/twee,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 0, 's1': 1, 's2': 2, 's3': 2, 's4': 0, 's5': 2}"
na,https://www.woorden.org/woord/na,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 0, 's1': 3, 's2': 3, 's3': 4, 's4': 2, 's5': 2}"
gaat,https://www.woorden.org/woord/gaat,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 0, 's1': 1, 's2': 2, 's3': 2, 's4': 4, 's5': 1}"
kan,https://www.woorden.org/woord/kan,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 1, 's2': 1, 's3': 3, 's4': 2, 's5': 2}"
moet,https://www.woorden.org/woord/moet,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 1, 's1': 3, 's2': 1, 's3': 1, 's4': 2, 's5': 1}"
zou,https://www.woorden.org/woord/zou,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 0, 's1': 2, 's2': 4, 's3': 4, 's4': 2, 's5': 0}"
zo,https://www.woorden.org/woord/zo,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 1, 's1': 2, 's2': 3, 's3': 0, 's4': 3, 's5': 0}"
politie,https://www.woorden.org/woord/politie,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 4, 's2': 2, 's3': 4, 's4': 1, 's5': 2}"
deze,https://www.woorden.org/woord/deze,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 0, 's1': 1, 's2': 0, 's3': 1, 's4': 3, 's5': 1}"
andere,https://www.woorden.org/woord/andere,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 4, 's2': 1, 's3': 1, 's4': 1, 's5': 2}"
daar,https://www.woorden.org/woord/daar,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 3, 's4': 4, 's5': 1}"
nederland,https://www.woorden.org/woord/nederland,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 1, 's2': 0, 's3': 0, 's4': 3, 's5': 3}"
omdat,https://www.woorden.org/woord/omdat,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 4, 's2': 0, 's3': 3, 's4': 4, 's5': 0}"
moeten,https://www.woorden.org/woord/moeten,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 0, 's4': 0, 's5': 2}"
wat,https://www.woorden.org/woord/wat,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 1, 's1': 4, 's2': 2, 's3': 0, 's4': 4, 's5': 3}"
gaan,https://www.woorden.org/woord/gaan,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 3, 's4': 4, 's5': 1}"
haar,https://www.woorden.org/woord/haar,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 1, 's1': 1, 's2': 3, 's3': 1, 's4': 3, 's5': 3}"
had,https://www.woorden.org/woord/had,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 2, 's2': 0, 's3': 0, 's4': 1, 's5': 3}"
wil,https://www.woorden.org/woord/wil,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 2, 's2': 1, 's3': 2, 's4': 0, 's5': 0}"
zei,https://www.woorden.org/woord/zei,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 1, 's1': 2, 's2': 2, 's3': 0, 's4': 1, 's5': 4}"
waren,https://www.woorden.org/woord/waren,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 3, 's1': 0, 's2': 1, 's3': 3, 's4': 2, 's5': 3}"
nieuwe,https://www.woorden.org/woord/nieuwe,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 3, 's2': 1, 's3': 3, 's4': 4, 's5': 0}"
waar,https://www.woorden.org/woord/waar,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 3, 's1': 0, 's2': 3, 's3': 1, 's4': 3, 's5': 0}"
procent,https://www.woorden.org/woord/procent,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 2, 's1': 1, 's2': 2, 's3': 2, 's4': 4, 's5': 2}"
euro,https://www.woorden.org/woord/euro,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 1, 's1': 2, 's2': 1, 's3': 2, 's4': 0, 's5': 2}"
toen,https://www.woorden.org/woord/toen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 4, 's2': 0, 's3': 1, 's4': 2, 's5': 1}"
komen,https://www.woorden.org/woord/komen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 0, 's1': 2, 's2': 0, 's3': 4, 's4': 2, 's5': 3}"
staat,https://www.woorden.org/woord/staat,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 3, 's1': 3, 's2': 2, 's3': 3, 's4': 0, 's5': 4}"
weer,https://www.woorden.org/woord/weer,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 1, 's1': 0, 's2': 0, 's3': 0, 's4': 3, 's5': 3}"
maken,https://www.woorden.org/woord/maken,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 3, 's2': 2, 's3': 0, 's4': 2, 's5': 0}"
man,https://www.woorden.org/woord/man,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 3, 's1': 3, 's2': 2, 's3': 0, 's4': 2, 's5': 3}"
hem,https://www.woorden.org/woord/hem,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 1, 's1': 4, 's2': 3, 's3': 4, 's4': 0, 's5': 4}"
werden,https://www.woorden.org/woord/werden,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 3, 's1': 4, 's2': 1, 's3': 3, 's4': 4, 's5': 3}"
alle,https://www.woorden.org/woord/alle,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 2, 's1': 1, 's2': 4, 's3': 4, 's4': 1, 's5': 4}"
onderzoek,https://www.woorden.org/woord/onderzoek,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 3, 's1': 1, 's2': 4, 's3': 4, 's4': 4, 's5': 0}"
grote,https://www.woorden.org/woord/grote,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 2, 's1': 3, 's2': 0, 's3': 2, 's4': 2, 's5': 3}"
land,https://www.woorden.org/woord/land,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 4, 's1': 4, 's2': 4, 's3': 0, 's4': 4, 's5': 0}"
komt,https://www.woorden.org/woord/komt,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 4, 's1': 0, 's2': 2, 's3': 0, 's4': 2, 's5': 3}"
eerste,https://www.woorden.org/woord/eerste,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 2, 's1': 4, 's2': 3, 's3': 2, 's4': 4, 's5': 3}"
vandaag,https://www.woorden.org/woord/vandaag,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 1, 's1': 0, 's2': 0, 's3': 2, 's4': 2, 's5': 0}"
afgelopen,https://www.woorden.org/woord/afgelopen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 3, 's1': 2, 's2': 2, 's3': 4, 's4': 0, 's5': 0}"
aantal,https://www.woorden.org/woord/aantal,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 1, 's2': 0, 's3': 4, 's4': 4, 's5': 0}"
alleen,https://www.woorden.org/woord/alleen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 3, 's2': 4, 's3': 0, 's4': 2, 's5': 4}"
tussen,https://www.woorden.org/woord/tussen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 2, 's1': 2, 's2': 1, 's3': 3, 's4': 1, 's5': 1}"
minister,https://www.woorden.org/woord/minister,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 0, 's1': 2, 's2': 2, 's3': 2, 's4': 4, 's5': 3}"
week,https://www.woorden.org/woord/week,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 1, 's2': 4, 's3': 3, 's4': 4, 's5': 3}"
zal,https://www.woorden.org/woord/zal,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 0, 's2': 2, 's3': 4, 's4': 4, 's5': 0}"
drie,https://www.woorden.org/woord/drie,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 3, 's1': 2, 's2': 0, 's3': 2, 's4': 2, 's5': 3}"
tijd,https://www.woorden.org/woord/tijd,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 3, 's2': 1, 's3': 0, 's4': 2, 's5': 3}"
doen,https://www.woorden.org/woord/doen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 4, 's2': 0, 's3': 0, 's4': 1, 's5': 3}"
nederlandse,https://www.woorden.org/woord/nederlandse,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 4, 's1': 0, 's2': 0, 's3': 2, 's4': 2, 's5': 1}"
goed,https://www.woorden.org/woord/goed,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 0, 's2': 3, 's3': 3, 's4': 1, 's5': 0}"
zien,https://www.woorden.org/woord/zien,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 1, 's1': 4, 's2': 3, 's3': 3, 's4': 3, 's5': 4}"
president,https://www.woorden.org/woord/president,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 1, 's1': 2, 's2': 2, 's3': 4, 's4': 4, 's5': 0}"
miljoen,https://www.woorden.org/woord/miljoen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 2, 's1': 0, 's2': 4, 's3': 1, 's4': 3, 's5': 4}"
eerder,https://www.woorden.org/woord/eerder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 2, 's1': 2, 's2': 0, 's3': 3, 's4': 2, 's5': 0}"
hoe,https://www.woorden.org/woord/hoe,0,0,True,False,0,2023-03-20 02:00:11.677698,J,HJCG,2.5,"{'s0': 2, 's1': 4, 's2': 2, 's3': 1, 's4': 4, 's5': 1}"
zij,https://www.woorden.org/woord/zij,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 3, 's1': 1, 's2': 2, 's3': 3, 's4': 0, 's5': 0}"
krijgen,https://www.woorden.org/woord/krijgen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 3, 's1': 2, 's2': 1, 's3': 3, 's4': 0, 's5': 3}"
uur,https://www.woorden.org/woord/uur,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 0, 's1': 1, 's2': 4, 's3': 3, 's4': 2, 's5': 2}"
willen,https://www.woorden.org/woord/willen,0,0,True,False,0,2023-03-20 02:00:11.677698,J,BDGA,2.5,"{'s0': 2, 's1': 4, 's2': 2, 's3': 3, 's4': 0, 's5': 0}"
amerikaanse,https://www.woorden.org/woord/amerikaanse,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 2, 's1': 3, 's2': 2, 's3': 2, 's4': 0, 's5': 4}"
sinds,https://www.woorden.org/woord/sinds,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 2, 's1': 2, 's2': 0, 's3': 2, 's4': 4, 's5': 2}"
mogelijk,https://www.woorden.org/woord/mogelijk,0,0,True,False,0,2023-03-20 02:00:11.677698,J,EGJD,2.5,"{'s0': 4, 's1': 3, 's2': 4, 's3': 2, 's4': 1, 's5': 0}"
tweede,https://www.woorden.org/woord/tweede,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 4, 's1': 2, 's2': 2, 's3': 0, 's4': 2, 's5': 1}"
af,https://www.woorden.org/woord/af,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 4, 's1': 0, 's2': 4, 's3': 1, 's4': 4, 's5': 3}"
vooral,https://www.woorden.org/woord/vooral,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 0, 's1': 0, 's2': 0, 's3': 1, 's4': 0, 's5': 3}"
dus,https://www.woorden.org/woord/dus,0,0,True,False,0,2023-03-20 02:00:11.677698,J,CEHB,2.5,"{'s0': 0, 's1': 4, 's2': 3, 's3': 3, 's4': 3, 's5': 4}"
heel,https://www.woorden.org/woord/heel,0,0,True,False,0,2023-03-20 02:00:11.677698,J,ACFJ,2.5,"{'s0': 3, 's1': 4, 's2': 4, 's3': 0, 's4': 4, 's5': 3}"
jaren,https://www.woorden.org/woord/jaren,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 1, 's2': 0, 's3': 1, 's4': 0, 's5': 4}"
tijdens,https://www.woorden.org/woord/tijdens,0,0,True,False,0,2023-03-20 02:00:11.677698,J,FHAE,2.5,"{'s0': 4, 's1': 2, 's2': 1, 's3': 2, 's4': 3, 's5': 0}"
verder,https://www.woorden.org/woord/verder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 0, 's1': 2, 's2': 4, 's3': 2, 's4': 1, 's5': 1}"
bekend,https://www.woorden.org/woord/bekend,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 1, 's2': 2, 's3': 2, 's4': 2, 's5': 0}"
geld,https://www.woorden.org/woord/geld,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 4, 's1': 3, 's2': 1, 's3': 2, 's4': 0, 's5': 4}"
kwam,https://www.woorden.org/woord/kwam,0,0,True,False,0,2023-03-20 02:00:11.677698,J,GIBF,2.5,"{'s0': 1, 's1': 3, 's2': 0, 's3': 3, 's4': 2, 's5': 4}"
minder,https://www.woorden.org/woord/minder,0,0,True,False,0,2023-03-20 02:00:11.677698,J,IADH,2.5,"{'s0': 3, 's1': 4, 's2': 1, 's3': 2, 's4': 0, 's5': 3}"
steeds,https://www.woorden.org/woord/steeds,0,0,True,False,0,2023-03-20 02:00:11.677698,J,JBEI,2.5,"{'s0': 3, 's1': 2, 's2': 2, 's3': 4, 's4': 0, 's5': 2}"
vorig,https://www.woorden.org/woord/vorig,0,0,True,False,0,2023-03-20 02:00:11.677698,J,DFIC,2.5,"{'s0': 0, 's1': 0, 's2': 4, 's3': 3, 's4': 2, 's5': 0}"
